asv	origin	relative_abundance
ASV 5519 Campylobacterales	Old saline	1.4349641940559477e-6
ASV 5520 Campylobacterales	Old saline	1.4349641940559477e-6
ASV 5521 Coxiella	Old saline	1.4349641940559477e-6
ASV 5522 Extensimonas	Old saline	1.4349641940559477e-6
ASV 5523 MD2894-B20	Old saline	1.4349641940559477e-6
ASV 5524 Aquincola	Old saline	1.4349641940559477e-6
ASV 5525 Simkaniaceae	Old saline	1.4349641940559477e-6
ASV 5526 WCHB1-41	Old saline	1.4349641940559477e-6
ASV 5527 Simkaniaceae	Old saline	1.4349641940559477e-6
ASV 5528 Candidatus Falkowbacteria	Old saline	1.4349641940559477e-6
ASV 5529 ABY1	Old saline	1.4349641940559477e-6
ASV 5530 Aquincola	Old saline	1.4349641940559477e-6
ASV 5531 Elsterales	Old saline	1.4349641940559477e-6
ASV 5532 Lineage IIc	Old saline	1.4349641940559477e-6
ASV 5533 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5534 Blastocatellia (Subgroup_4)	Modern marine	5.007345776253764e-7
ASV 5535 Candidatus Rhabdochlamydia	Modern marine	5.007345776253764e-7
ASV 5536 Paraherbaspirillum	Modern marine	7.511018664380647e-7
ASV 5537 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5538 Desulfovibrionaceae	Modern marine	5.007345776253764e-7
ASV 5539 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5540 Candidatus Uhrbacteria	Modern marine	5.007345776253764e-7
ASV 5541 WCHB1-41	Modern marine	7.511018664380647e-7
ASV 5542 Bacteria	Modern marine	5.007345776253764e-7
ASV 5543 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5544 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5545 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5546 Bacteria	Modern marine	5.007345776253764e-7
ASV 5547 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5548 WWE3	Modern marine	5.007345776253764e-7
ASV 5549 Candidatus Falkowbacteria	Modern marine	7.511018664380646e-7
ASV 5550 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5551 Candidatus Kerfeldbacteria	Modern marine	5.007345776253764e-7
ASV 5552 Bacteria	Modern marine	5.007345776253764e-7
ASV 5553 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5554 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5555 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5556 Berkelbacteria	Modern marine	5.007345776253764e-7
ASV 5557 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5558 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5559 Deltaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5560 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5561 Candidatus Peregrinibacteria	Modern marine	5.007345776253764e-7
ASV 5562 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5563 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5564 Bacteroidia	Modern marine	5.007345776253764e-7
ASV 5565 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5566 Desulfobacteraceae	Modern marine	2.503672888126882e-7
ASV 5567 Proteobacteria	Modern marine	5.007345776253764e-7
ASV 5568 Latescibacteria	Modern marine	5.007345776253764e-7
ASV 5569 ABY1	Modern marine	5.007345776253764e-7
ASV 5570 Syntrophaceae	Modern marine	5.007345776253764e-7
ASV 5571 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5572 Ardenticatenales	Modern marine	5.007345776253764e-7
ASV 5573 Berkelbacteria	Modern marine	5.007345776253764e-7
ASV 5574 Candidatus Yanofskybacteria	Modern marine	5.007345776253764e-7
ASV 5575 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5576 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5577 Candidatus Azambacteria	Modern marine	5.007345776253764e-7
ASV 5578 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5579 Candidatus Woesebacteria	Modern marine	5.007345776253764e-7
ASV 5580 Altiarchaeia	Modern marine	7.511018664380647e-7
ASV 5581 Candidatus Kuenenbacteria	Modern marine	5.007345776253764e-7
ASV 5582 Euryarchaeota	Modern marine	1.5022037328761294e-6
ASV 5583 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5584 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5585 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5586 OM190	Modern marine	5.007345776253764e-7
ASV 5587 Parachlamydiaceae	Modern marine	5.007345776253764e-7
ASV 5588 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5589 Campylobacterales	Modern marine	5.007345776253764e-7
ASV 5590 AKAU3564 sediment_group	Modern marine	5.007345776253764e-7
ASV 5591 Bacteria	Modern marine	5.007345776253764e-7
ASV 5592 Deltaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5593 Sulfurisoma	Modern marine	5.007345776253764e-7
ASV 5594 Syntrophus	Modern marine	5.007345776253764e-7
ASV 5595 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5596 Campylobacterales	Modern marine	7.511018664380647e-7
ASV 5597 Myxococcales	Modern marine	5.007345776253764e-7
ASV 5598 ADurb.Bin120	Modern marine	5.007345776253764e-7
ASV 5599 Candidatus Kerfeldbacteria	Modern marine	5.007345776253764e-7
ASV 5600 Deltaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5601 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5602 FW22	Modern marine	5.007345776253764e-7
ASV 5603 Syntrophus	Modern marine	2.253305599314194e-6
ASV 5604 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5605 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5606 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5607 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5608 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5609 Candidatus Azambacteria	Modern marine	5.007345776253764e-7
ASV 5610 Actinobacteria	Modern marine	5.007345776253764e-7
ASV 5611 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5612 Campylobacterales	Modern marine	5.007345776253764e-7
ASV 5613 Archaea	Modern marine	5.007345776253764e-7
ASV 5614 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5615 Dehalococcoidia	Modern marine	5.007345776253764e-7
ASV 5616 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5617 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5618 Methanomassiliicoccales	Modern marine	7.511018664380647e-7
ASV 5619 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5620 Candidatus Doudnabacteria	Modern marine	5.007345776253764e-7
ASV 5621 Sneathiellaceae	Modern marine	5.007345776253764e-7
ASV 5622 Paraherbaspirillum	Modern marine	5.007345776253764e-7
ASV 5623 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5624 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5625 Bacteria	Modern marine	7.511018664380647e-7
ASV 5626 Bacteria	Modern marine	5.007345776253764e-7
ASV 5627 Candidatus Uhrbacteria	Modern marine	5.007345776253764e-7
ASV 5628 Bacteria	Modern marine	5.007345776253764e-7
ASV 5629 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5630 Rhodocyclaceae	Modern marine	7.511018664380647e-7
ASV 5631 Syntrophus	Modern marine	5.007345776253764e-7
ASV 5632 Candidatus Staskawiczbacteria	Modern marine	7.511018664380647e-7
ASV 5633 Rhodocyclaceae	Modern marine	5.007345776253764e-7
ASV 5634 SEEP-SRB1	Modern marine	5.007345776253764e-7
ASV 5635 Syntrophus	Modern marine	5.007345776253764e-7
ASV 5636 Betaproteobacteriales	Modern marine	2.503672888126882e-7
ASV 5637 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5638 Gammaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5639 EUB33-2	Modern marine	5.007345776253764e-7
ASV 5640 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5641 Rhizobiales	Modern marine	5.007345776253764e-7
ASV 5642 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5643 Candidatus Doudnabacteria	Modern marine	7.511018664380647e-7
ASV 5644 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5645 Vermiphilaceae	Modern marine	5.007345776253764e-7
ASV 5646 Candidatus Raymondbacteria	Modern marine	7.511018664380647e-7
ASV 5647 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5648 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5649 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5650 Bacteria	Modern marine	5.007345776253764e-7
ASV 5651 OM190	Modern marine	5.007345776253764e-7
ASV 5652 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5653 Bacteria	Modern marine	1.0014691552507528e-6
ASV 5654 Spirochaetaceae	Modern marine	5.007345776253764e-7
ASV 5655 Bacteria	Modern marine	5.007345776253764e-7
ASV 5656 PS-B29	Modern marine	5.007345776253764e-7
ASV 5657 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5658 Pseudohongiella	Modern marine	5.007345776253764e-7
ASV 5659 Dehalococcoidia	Modern marine	5.007345776253764e-7
ASV 5660 Candidatus Staskawiczbacteria	Modern marine	5.007345776253764e-7
ASV 5661 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5662 Betaproteobacteriales	Modern marine	5.007345776253764e-7
ASV 5663 BD7-11	Modern marine	7.511018664380647e-7
ASV 5664 Planctomycetes	Modern marine	5.007345776253764e-7
ASV 5665 Betaproteobacteriales	Modern marine	7.511018664380647e-7
ASV 5666 Candidatus Nomurabacteria	Modern marine	5.007345776253764e-7
ASV 5667 Filomicrobium	Modern marine	5.007345776253764e-7
ASV 5668 JG30a-KF-32	Modern marine	7.511018664380647e-7
ASV 5669 Desulfomicrobium	Modern marine	7.511018664380647e-7
ASV 5670 Desulfatiferula	Modern marine	5.007345776253764e-7
ASV 5671 Burkholderiaceae	Modern marine	7.511018664380647e-7
ASV 5672 Deltaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5673 SAR202 clade	Modern marine	5.007345776253764e-7
ASV 5674 EUB33-2	Modern marine	5.007345776253764e-7
ASV 5675 Aquincola	Modern marine	7.511018664380647e-7
ASV 5676 Hydrogenophaga	Modern marine	5.007345776253764e-7
ASV 5677 Desulfomicrobium	Modern marine	5.007345776253764e-7
ASV 5678 Candidatus Kerfeldbacteria	Modern marine	5.007345776253764e-7
ASV 5679 Aquincola	Modern marine	5.007345776253764e-7
ASV 5680 Pir4 lineage	Old saline	1.4349641940559477e-6
ASV 5681 Bacteria	Old saline	1.4349641940559477e-6
ASV 5682 BRC1	Old saline	1.4349641940559477e-6
ASV 5683 WCHB1-81	Old saline	1.4349641940559477e-6
ASV 5684 Candidatus Falkowbacteria	Old saline	1.4349641940559477e-6
ASV 5685 Ignavibacteriales	Old saline	1.4349641940559477e-6
ASV 5686 Candidatus Komeilibacteria	Old saline	1.4349641940559477e-6
ASV 5687 Campylobacterales	Old saline	1.4349641940559477e-6
ASV 5688 Campylobacterales	Old saline	1.4349641940559477e-6
ASV 5689 Sulfurimonas	Old saline	1.4349641940559477e-6
ASV 5690 WWE3	Old saline	1.4349641940559477e-6
ASV 5691 Hadesarchaeaeota	Old saline	2.1524462910839217e-6
ASV 5692 Candidatus Paceibacter	Old saline	1.4349641940559477e-6
ASV 5693 Burkholderiaceae	Old saline	1.4349641940559477e-6
ASV 5694 Candidatus Kerfeldbacteria	Old saline	1.4349641940559477e-6
ASV 5695 Victivallales	Old saline	1.4349641940559477e-6
ASV 5696 ABY1	Old saline	2.1524462910839217e-6
ASV 5697 Bacteria	Old saline	1.4349641940559477e-6
ASV 5698 Microgenomatia	Old saline	1.4349641940559477e-6
ASV 5699 Desulfomicrobium	Old saline	1.4349641940559477e-6
ASV 5700 Candidatus Uhrbacteria	Old saline	1.4349641940559477e-6
ASV 5701 Syntrophus	Old saline	1.4349641940559477e-6
ASV 5702 Micavibrionaceae	Old saline	1.4349641940559477e-6
ASV 5703 Patescibacteria	Old saline	1.4349641940559477e-6
ASV 5704 UBA9983	Modern marine	1.7525710216888175e-6
ASV 5705 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5706 Deltaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5707 Candidatus Magasanikbacteria	Modern marine	5.007345776253764e-7
ASV 5708 Bacteria	Modern marine	5.007345776253764e-7
ASV 5709 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5710 PAUC34f	Modern marine	1.0014691552507528e-6
ASV 5711 Clostridiales	Modern marine	5.007345776253764e-7
ASV 5712 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5713 Parcubacteria	Modern marine	5.007345776253764e-7
ASV 5714 Bacteria	Modern marine	5.007345776253764e-7
ASV 5715 UBA12409	Modern marine	5.007345776253764e-7
ASV 5716 Candidatus Falkowbacteria	Modern marine	7.511018664380647e-7
ASV 5717 CG1-02-40-25	Modern marine	5.007345776253764e-7
ASV 5718 RBG-16-55-12	Modern marine	5.007345776253764e-7
ASV 5719 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5720 Isosphaeraceae	Modern marine	5.007345776253764e-7
ASV 5721 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5722 Bacteria	Modern marine	5.007345776253764e-7
ASV 5723 Planctomycetes	Modern marine	5.007345776253764e-7
ASV 5724 Bacteria	Modern marine	5.007345776253764e-7
ASV 5725 Desulfocurvus	Modern marine	5.007345776253764e-7
ASV 5726 Desulfobacterales	Modern marine	5.007345776253764e-7
ASV 5727 Desulfobulbaceae	Modern marine	5.007345776253764e-7
ASV 5728 NKB15	Modern marine	5.007345776253764e-7
ASV 5729 Candidatus Buchananbacteria	Modern marine	5.007345776253764e-7
ASV 5730 Prolixibacteraceae	Modern marine	5.007345776253764e-7
ASV 5731 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5732 Bacteria	Modern marine	5.007345776253764e-7
ASV 5733 Bathyarchaeia	Modern marine	1.5022037328761291e-6
ASV 5734 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5735 Candidatus Magasanikbacteria	Modern marine	5.007345776253764e-7
ASV 5736 Desulfobacteraceae	Modern marine	5.007345776253764e-7
ASV 5737 Dehalococcoidia	Modern marine	5.007345776253764e-7
ASV 5738 Candidatus Magasanikbacteria	Modern marine	5.007345776253764e-7
ASV 5739 Candidatus Kerfeldbacteria	Modern marine	5.007345776253764e-7
ASV 5740 MidBa8	Modern marine	5.007345776253764e-7
ASV 5741 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5742 Candidatus Magasanikbacteria	Modern marine	5.007345776253764e-7
ASV 5743 Iainarchaeales	Modern marine	5.007345776253764e-7
ASV 5744 Candidatus Falkowbacteria	Modern marine	5.007345776253764e-7
ASV 5745 Candidatus Omnitrophus	Modern marine	5.007345776253764e-7
ASV 5746 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5747 Omnitrophicaeota	Modern marine	5.007345776253764e-7
ASV 5748 Bacteria	Modern marine	5.007345776253764e-7
ASV 5749 Nanohaloarchaeia	Modern marine	5.007345776253764e-7
ASV 5750 Woesearchaeia	Modern marine	5.007345776253764e-7
ASV 5751 Iainarchaeales	Modern marine	5.007345776253764e-7
ASV 5752 Desulfocurvus	Modern marine	5.007345776253764e-7
ASV 5753 BD7-11	Modern marine	5.007345776253764e-7
ASV 5754 Spirochaetaceae	Modern marine	2.503672888126882e-7
ASV 5755 Desulfocurvus	Modern marine	5.007345776253764e-7
ASV 5756 Desulfocurvus	Modern marine	5.007345776253764e-7
ASV 5757 Candidatus Peribacteria	Meteoric	5.216911737306136e-4
ASV 5758 MSB-5B2	Meteoric	4.471638631976688e-5
ASV 5759 Chlamydiales	Modern marine	2.503672888126882e-7
ASV 5760 Candidatus Azambacteria	Modern marine	2.503672888126882e-7
ASV 5761 Bacteria	Modern marine	7.511018664380647e-7
ASV 5762 Omnitrophicaeota	Modern marine	2.503672888126882e-7
ASV 5763 Bacteria	Modern marine	2.503672888126882e-7
ASV 5764 Bacteria	Modern marine	2.503672888126882e-7
ASV 5765 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5766 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5767 Bacteria	Modern marine	2.503672888126882e-7
ASV 5768 Bacteria	Modern marine	2.503672888126882e-7
ASV 5769 Bacteria	Modern marine	2.503672888126882e-7
ASV 5770 Bacteria	Modern marine	2.503672888126882e-7
ASV 5771 Gallionellaceae	Modern marine	2.503672888126882e-7
ASV 5772 Aquincola	Modern marine	2.503672888126882e-7
ASV 5773 Bacteroidia	Old saline	7.174820970279739e-7
ASV 5774 Bacteria	Old saline	7.174820970279739e-7
ASV 5775 Paraherbaspirillum	Old saline	7.174820970279739e-7
ASV 5776 Paraherbaspirillum	Old saline	7.174820970279739e-7
ASV 5777 Campylobacterales	Old saline	7.174820970279739e-7
ASV 5778 Burkholderiaceae	Old saline	7.174820970279739e-7
ASV 5779 Burkholderiaceae	Old saline	7.174820970279739e-7
ASV 5780 Paraherbaspirillum	Old saline	7.174820970279739e-7
ASV 5781 Bacteria	Modern marine	2.503672888126882e-7
ASV 5782 Bacteria	Modern marine	2.503672888126882e-7
ASV 5783 Candidatus Azambacteria	Modern marine	2.503672888126882e-7
ASV 5784 Sulfuricella	Modern marine	5.007345776253764e-7
ASV 5785 Betaproteobacteriales	Modern marine	2.503672888126882e-7
ASV 5786 Candidatus Desulforudis	Modern marine	2.503672888126882e-7
ASV 5787 Candidatus Desulforudis	Modern marine	2.503672888126882e-7
ASV 5788 Candidatus Falkowbacteria	Old saline	7.174820970279739e-7
ASV 5789 Candidatus Kerfeldbacteria	Old saline	7.174820970279739e-7
ASV 5790 mle1-8	Modern marine	2.503672888126882e-7
ASV 5791 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5792 Bacteria	Modern marine	2.503672888126882e-7
ASV 5793 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5794 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5795 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5796 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5797 Proteobacteria	Modern marine	2.503672888126882e-7
ASV 5798 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5799 Bacteria	Modern marine	2.503672888126882e-7
ASV 5800 Syntrophaceae	Modern marine	2.503672888126882e-7
ASV 5801 Bacteria	Modern marine	2.503672888126882e-7
ASV 5802 Candidatus Magnetomorum	Modern marine	2.503672888126882e-7
ASV 5803 Syntrophaceae	Modern marine	2.503672888126882e-7
ASV 5804 Candidatus Doudnabacteria	Modern marine	2.503672888126882e-7
ASV 5805 Bacteria	Modern marine	2.503672888126882e-7
ASV 5806 Myxococcales	Modern marine	2.503672888126882e-7
ASV 5807 Candidatus Azambacteria	Modern marine	2.503672888126882e-7
ASV 5808 Candidatus Azambacteria	Modern marine	2.503672888126882e-7
ASV 5809 Proteobacteria	Modern marine	2.503672888126882e-7
ASV 5810 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5811 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5812 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5813 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5814 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5815 Syntrophaceae	Modern marine	2.503672888126882e-7
ASV 5816 Candidatus Azambacteria	Modern marine	2.503672888126882e-7
ASV 5817 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5818 Candidatus Azambacteria	Modern marine	2.503672888126882e-7
ASV 5819 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5820 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5821 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5822 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5823 Deltaproteobacteria	Modern marine	5.007345776253764e-7
ASV 5824 Syntrophus	Modern marine	2.503672888126882e-7
ASV 5825 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5826 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5827 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5828 Proteobacteria	Modern marine	2.503672888126882e-7
ASV 5829 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5830 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5831 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5832 Gammaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5833 Candidatus Nealsonbacteria	Modern marine	2.503672888126882e-7
ASV 5834 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5835 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5836 Betaproteobacteriales	Modern marine	2.503672888126882e-7
ASV 5837 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5838 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5839 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5840 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5841 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5842 ABY1	Modern marine	2.503672888126882e-7
ASV 5843 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5844 Syntrophus	Modern marine	2.503672888126882e-7
ASV 5845 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5846 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5847 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5848 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5849 Gammaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5850 Bacteria	Modern marine	2.503672888126882e-7
ASV 5851 Bacteria	Modern marine	2.503672888126882e-7
ASV 5852 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5853 Betaproteobacteriales	Modern marine	2.503672888126882e-7
ASV 5854 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5855 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5856 Spirochaetaceae	Modern marine	2.503672888126882e-7
ASV 5857 Burkholderiaceae	Modern marine	5.007345776253764e-7
ASV 5858 Betaproteobacteriales	Modern marine	2.503672888126882e-7
ASV 5859 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5860 Bacteria	Modern marine	2.503672888126882e-7
ASV 5861 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5862 Bacteria	Modern marine	2.503672888126882e-7
ASV 5863 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5864 Proteobacteria	Modern marine	2.503672888126882e-7
ASV 5865 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5866 OM190	Modern marine	2.503672888126882e-7
ASV 5867 Candidatus Falkowbacteria	Modern marine	2.503672888126882e-7
ASV 5868 Parcubacteria	Modern marine	2.503672888126882e-7
ASV 5869 Parcubacteria	Modern marine	2.503672888126882e-7
ASV 5870 SEEP-SRB1	Modern marine	7.511018664380647e-7
ASV 5871 Desulfoconvexum	Modern marine	2.503672888126882e-7
ASV 5872 Paraherbaspirillum	Modern marine	2.503672888126882e-7
ASV 5873 Betaproteobacteriales	Modern marine	2.503672888126882e-7
ASV 5874 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5875 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5876 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5877 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5878 Burkholderiaceae	Modern marine	2.503672888126882e-7
ASV 5879 Desulfomicrobium	Modern marine	2.503672888126882e-7
ASV 5880 Alphaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5881 Rhodobacteraceae	Modern marine	2.503672888126882e-7
ASV 5882 Campylobacterales	Old saline	7.174820970279739e-7
ASV 5883 Campylobacterales	Old saline	7.174820970279739e-7
ASV 5884 ABY1	Modern marine	2.503672888126882e-7
ASV 5885 Rhizobiaceae	Modern marine	2.503672888126882e-7
ASV 5886 ABY1	Modern marine	2.503672888126882e-7
ASV 5887 Bacteria	Modern marine	2.503672888126882e-7
ASV 5888 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5889 Desulfovibrionaceae	Modern marine	2.503672888126882e-7
ASV 5890 Desulfobulbaceae	Modern marine	2.503672888126882e-7
ASV 5891 Desulfovibrionaceae	Modern marine	2.503672888126882e-7
ASV 5892 Bacteria	Modern marine	2.503672888126882e-7
ASV 5893 Desulfobacteraceae	Modern marine	2.503672888126882e-7
ASV 5894 ABY1	Modern marine	2.503672888126882e-7
ASV 5895 Desulfovibrionaceae	Modern marine	2.503672888126882e-7
ASV 5896 Desulfovibrionaceae	Modern marine	2.503672888126882e-7
ASV 5897 Desulfobulbaceae	Modern marine	2.503672888126882e-7
ASV 5898 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5899 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5900 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5901 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5902 Desulfobacteraceae	Modern marine	2.503672888126882e-7
ASV 5903 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5904 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5905 Desulfocurvus	Modern marine	2.503672888126882e-7
ASV 5906 Desulfovibrionaceae	Modern marine	2.503672888126882e-7
ASV 5907 Deltaproteobacteria	Modern marine	2.503672888126882e-7
ASV 5908 Proteobacteria	Modern marine	2.503672888126882e-7
ASV 5909 Desulfobulbaceae	Modern marine	2.503672888126882e-7
ASV 5910 Bacteria	Modern marine	2.503672888126882e-7
ASV 5911 Bacteria	Modern marine	2.503672888126882e-7
ASV 5912 Bacteria	Modern marine	5.007345776253764e-7
ASV 5913 ABY1	Meteoric	0.07206790928535763
ASV 5914 Chloroplast	Meteoric	1.0433823474612272e-4
ASV 5915 Candidatus Liptonbacteria	Meteoric	0.03841137584867975
ASV 5916 CCM11a	Meteoric	0.022619038746748744
ASV 5917 Syntrophus	Meteoric	0.01465952198183024
ASV 5918 WWE3	Meteoric	0.010441276205665567
ASV 5919 Syntrophus	Meteoric	0.00816819323441075
ASV 5920 WWE3	Meteoric	0.006841607106924333
ASV 5921 WOR-1	Meteoric	0.007303676432228591
ASV 5922 Anaerolineaceae	Meteoric	0.007564522019093897
ASV 5923 Candidatus Moranbacteria	Meteoric	0.006036712153168529
ASV 5924 Bacteria	Meteoric	0.006036712153168529
ASV 5925 Lenti-02	Meteoric	0.005097668040453424
ASV 5926 CCM11a	Meteoric	0.005447946399958265
ASV 5927 Candidatus Levybacteria	Meteoric	0.004605787790935989
ASV 5928 Parcubacteria	Meteoric	0.004471638631976688
ASV 5929 Candidatus Liptonbacteria	Meteoric	0.004300225817750915
ASV 5930 SB-5	Meteoric	0.004903897033067767
ASV 5931 WCHB1-41	Meteoric	0.004277867624591031
ASV 5932 Candidatus Liptonbacteria	Meteoric	0.003867967416659835
ASV 5933 CCM11a	Meteoric	0.004121360272471847
